test_index,threat_key,threat_event,calibrated_probability,likelihood,impact_confidentiality,impact_integrity,impact_availability,impact_overall,risk_score,risk_level,impact_method,timestamp,event_type,event_category,log_level,status,anomaly_reason,user_email_hash,user_domain_type,role,ip_address,url_module,hour,is_off_hours,sess_events_per_hour,ip_events_per_hour,anomaly_reason_reference,top3_features,top3_shap_values,operational_triage
692,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:47:03,Sync Error Class ID cd99ebff-6289-4338-820c-e9ba0e8025bc: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.446026|1.957717,P1_immediate_investigation
695,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:48:03,Sync Error Class ID d2dfc5c2-4395-4ff1-ae7e-285c7383d8a2: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.659829|-2.431161|1.950960,P1_immediate_investigation
698,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:49:03,Sync Error Class ID db3db3a2-71ec-4f3a-af90-218e794b4076: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.660488|-2.431078|1.950752,P1_immediate_investigation
701,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:50:03,Sync Error Class ID f032ff20-5de6-4128-8c8e-f21aed1308f4: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.660488|-2.431078|1.950752,P1_immediate_investigation
703,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:51:03,Sync Error Class ID ddea85a3-2481-4cc6-b2b7-b0f39d29ee41: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.660488|-2.428310|1.945637,P1_immediate_investigation
706,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:52:04,Sync Error Class ID f555b9f4-23dc-4dc6-8853-b4fbf42fb191: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.661467|-2.428310|1.945382,P1_immediate_investigation
709,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:53:04,Sync Error Class ID e7de1419-bbf7-4543-b299-22fd70a23bd6: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.663876|-2.428310|1.941739,P1_immediate_investigation
711,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:54:04,Sync Error Class ID fab862ea-6ec7-490a-8395-2bb54b185a2e: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.676173|-2.410212|1.938102,P1_immediate_investigation
714,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:55:04,Sync Error Class ID fde576e7-1099-4f7c-a28a-2700b99449de: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.676173|-2.399551|1.937088,P1_immediate_investigation
717,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-01 10:56:04,Sync Error Class ID f2d05dd5-80d1-4b3a-8ecc-d17f889105f2: SQLSTATE[HY000]: General error: 1205 Lock ,error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.676173|-2.399551|1.937325,P1_immediate_investigation
719,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:57:14,Sync Error Class ID f555b9f4-23dc-4dc6-8853-b4fbf42fb191: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677901|-2.381318|1.939450,P2_analyst_review
723,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:58:15,Sync Error Class ID fa9fdc26-58a5-4489-b560-ad10288fb795: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677901|-2.382059|1.942226,P2_analyst_review
726,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 10:59:15,Sync Error Class ID fde576e7-1099-4f7c-a28a-2700b99449de: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677901|-2.319798|1.946595,P2_analyst_review
729,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 11:00:16,Sync Error Class ID fef9b2de-f4d1-406c-bd1b-67ca1fd1779b: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,11,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677901|-2.325679|1.940277,P2_analyst_review
816,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 17:04:35,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,17,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.628535|-2.255852|1.926637,P2_analyst_review
849,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 18:54:59,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,18,0,0,0,auth_error_event,is_error|isolation_forest_score|hour,7.628535|1.676858|-1.638671,P2_analyst_review
880,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 20:15:24,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.566302|-1.724937|1.494342,P2_analyst_review
883,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-01 20:16:11,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.566302|-1.724937|1.489282,P2_analyst_review
965,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-02 00:28:46,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.857190|2.667619|1.456850,P1_immediate_investigation
969,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-02 00:54:09,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.852907|2.661659|1.287483,P1_immediate_investigation
988,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-02 04:40:35,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.776820|2.746824|1.480757,P1_immediate_investigation
991,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-02 05:13:10,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.869582|2.726333|1.329549,P1_immediate_investigation
993,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-02 05:24:16,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.961270|2.784494|1.439024,P1_immediate_investigation
1022,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 08:43:11,Sync Error Class ID 86fa011f-2a03-473e-9004-439509e36b74: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,8,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.658153|-2.554896|1.930907,P2_analyst_review
1035,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 09:40:30,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,9,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.951398|-1.770918|-1.622126,P2_analyst_review
1075,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 13:32:15,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.951384|-1.677027|-1.630473,P2_analyst_review
1099,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 15:02:48,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.759728|-2.120430|1.489020,P2_analyst_review
1123,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 17:45:34,Sync Error Class ID 86fa011f-2a03-473e-9004-439509e36b74: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,17,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.658153|-2.498793|1.932707,P2_analyst_review
1124,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-02 17:46:07,Sync Error Class ID 86fa011f-2a03-473e-9004-439509e36b74: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,17,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.657392|-2.494244|1.937967,P2_analyst_review
1199,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-03 04:41:01,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.522347|2.761334|1.466326,P1_immediate_investigation
1206,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-03 05:16:12,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.887656|2.743887|1.450044,P1_immediate_investigation
1208,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-03 05:18:00,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,5,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.841558|2.743046|1.441033,P1_immediate_investigation
1246,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:14:00,Sync Error Class ID 86fa011f-2a03-473e-9004-439509e36b74: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661750|-2.512988|1.870197,P2_analyst_review
1250,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:18:22,Sync Error Class ID 9a32dcf9-2728-4836-830f-762539451662: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662427|-2.541494|1.861747,P2_analyst_review
1251,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:19:37,Sync Error Class ID 9a32dcf9-2728-4836-830f-762539451662: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662070|-2.535289|1.847046,P2_analyst_review
1252,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:20:50,Sync Error Class ID 9a32dcf9-2728-4836-830f-762539451662: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662070|-2.535289|1.847046,P2_analyst_review
1254,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:23:45,Sync Error Class ID 9a32dcf9-2728-4836-830f-762539451662: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662070|-2.535530|1.847048,P2_analyst_review
1255,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:26:36,Sync Error Class ID f032ff20-5de6-4128-8c8e-f21aed1308f4: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.663110|-2.535530|1.843296,P2_analyst_review
1258,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:42:19,Sync Error Class ID 0cdd7e9e-299c-4bab-9730-e17ef3703912: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662427|-2.535613|1.865176,P2_analyst_review
1259,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:47:08,Sync Error Class ID 0cdd7e9e-299c-4bab-9730-e17ef3703912: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661750|-2.484242|1.870736,P2_analyst_review
1261,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:49:10,Sync Error Class ID d13d8929-5042-42af-88bb-5bfbe3421a52: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662335|-2.469462|1.888564,P2_analyst_review
1262,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:53:23,Sync Error Class ID d13d8929-5042-42af-88bb-5bfbe3421a52: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.674976|-2.467732|1.870561,P2_analyst_review
1264,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 10:58:42,Sync Error Class ID 0cdd7e9e-299c-4bab-9730-e17ef3703912: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,10,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.697653|-2.419484|1.905785,P2_analyst_review
1266,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 11:00:03,Sync Error Class ID d13d8929-5042-42af-88bb-5bfbe3421a52: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,11,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677527|-2.363103|1.913261,P2_analyst_review
1279,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 11:42:40,Sync Error Class ID 4e97c7d9-5313-4366-bac5-24eb57623dfb: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,11,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.662427|-2.535613|1.847467,P2_analyst_review
1280,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 11:44:11,Sync Error Class ID d7c8fabb-eb33-45cc-b4a5-cf388e2deed6: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,11,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661750|-2.525300|1.873363,P2_analyst_review
1281,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 11:46:22,Sync Error Class ID 0cdd7e9e-299c-4bab-9730-e17ef3703912: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,11,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.661750|-2.502189|1.873044,P2_analyst_review
1282,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 11:50:51,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,11,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.958322|-1.688756|-1.626288,P2_analyst_review
1283,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:02:56,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.058652|4.285486|-0.795413,P1_immediate_investigation
1284,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:04:45,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.085961|4.324951|-0.794484,P1_immediate_investigation
1285,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:05:35,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.083332|4.323731|-0.794484,P1_immediate_investigation
1286,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:06:36,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.075825|4.373986|-0.777013,P1_immediate_investigation
1287,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:07:31,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.074547|4.400734|-0.772571,P1_immediate_investigation
1289,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:12:40,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.026455|4.170475|-0.777431,P1_immediate_investigation
1290,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:14:18,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.037694|4.182828|-0.777275,P1_immediate_investigation
1291,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:17:29,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.051734|4.165040|-0.777275,P1_immediate_investigation
1292,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:18:33,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.045754|4.127616|-0.777368,P1_immediate_investigation
1293,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:19:26,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.054556|4.117482|-0.777604,P1_immediate_investigation
1294,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:21:40,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.060081|4.105055|-0.777351,P1_immediate_investigation
1296,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:25:07,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.093189|4.229813|-0.777351,P1_immediate_investigation
1297,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:33:07,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.055531|3.855160|-0.777721,P1_immediate_investigation
1298,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 12:33:10,Sync Error Class ID 0476f6b1-e3b4-482a-8f84-e0352b538cf5: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,12,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.663106|-2.535858|1.842517,P2_analyst_review
1299,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:34:15,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.089930|4.122197|-0.777824,P1_immediate_investigation
1301,ip_burst,Scanning / reconnaissance / denial-of-service pattern,1.0,5,2,2,5,3,15,Very High,weighted,2026-03-03 12:46:39,Google OAuth Redirect Initiated,auth_attempt,INFO,,ip_burst_16_per_hour,,unknown,,10.11.228.1,,12,0,0,16,ip_burst_16_per_hour,ip_events_per_hour|isolation_forest_score|is_error,6.111753|4.374067|-0.769951,P1_immediate_investigation
1305,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 13:25:40,Sync Error Class ID 0cdd7e9e-299c-4bab-9730-e17ef3703912: API Error InsertKelasKuliah: Data mata kul,error,ERROR,,error_level,,unknown,,,,13,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.663110|-2.535530|1.843276,P2_analyst_review
1318,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 14:24:43,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.874912|-1.722447|-1.639299,P2_analyst_review
1324,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 14:59:29,Sync Error Class ID 0476f6b1-e3b4-482a-8f84-e0352b538cf5: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,14,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.697653|-2.357223|1.910769,P2_analyst_review
1325,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 15:01:07,Sync Error Class ID 23dc5d1f-712d-4eac-aa53-6d3e2fe4754f: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,15,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.677527|-2.425365|1.914634,P2_analyst_review
1331,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 15:51:50,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.958322|-1.675984|-1.586027,P2_analyst_review
1332,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 15:52:21,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.960496|-1.670801|-1.586027,P2_analyst_review
1349,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 20:07:29,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.960480|-1.327499|-1.122455,P2_analyst_review
1358,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-03 21:59:36,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,21,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.681977|-1.741663|1.440133,P2_analyst_review
1370,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-04 00:57:15,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.446122|2.672810|1.301549,P1_immediate_investigation
1373,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-04 02:56:32,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,2,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.588449|2.714200|1.319996,P1_immediate_investigation
1378,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-04 04:16:52,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.227989|2.752871|1.375163,P1_immediate_investigation
